SMILES,LogS,MW,LogP,MolMR,HBD,HBA,TPSA,RB,AP,Lipinski_Violations,Target_LogS_Range
CCC(=O)O[C@]1(C(=O)S)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-3.942128195820021,468.56200000000024,3.699600000000003,116.28780000000005,2,5,80.67,3,0.0,0,True
CCC(=O)Oc1ccc([N+](=O)[O-])cc1,-3.8911001600264417,195.17399999999998,1.9102,49.022400000000026,0,4,69.44,3,0.42857142857142855,0,True
CCC(=O)[O-],1.13,73.071,-0.8537000000000001,15.298000000000002,0,2,40.129999999999995,1,0.0,0,False
CCC(=O)[O][Na],0.7164,96.06099999999999,0.0230999999999999,22.13699999999999,0,2,26.3,1,0.0,0,False
CCC(=O)c1ccc(C)cc1,-2.433670240340144,148.20499999999998,2.587720000000001,45.80050000000003,0,1,17.07,2,0.5454545454545454,0,True
CCC(=O)c1ccc(N)cc1,-2.6296803227572,149.193,1.8615000000000002,45.475900000000024,1,2,43.09,2,0.5454545454545454,0,True
CCC(=O)c1ccc(O)cc1,-2.6387843669250164,150.177,1.9848999999999997,42.728300000000026,1,2,37.3,2,0.5454545454545454,0,True
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,-4.686132779630847,340.492,4.832100000000005,101.78350000000006,0,4,23.550000000000004,5,0.5,0,True
CCC(=O)c1cccc(Cl)c1,-1.8467017046167196,168.623,2.9327000000000014,46.073500000000024,0,1,17.07,2,0.5454545454545454,0,True
CCC(=O)c1ccccc1,-1.8310161375117937,134.17799999999997,2.2793,41.063500000000026,0,1,17.07,2,0.6,0,True
CCC(=O)n1c(=O)[nH]cc(F)c1=O,-0.7000000010815405,186.14199999999997,-0.27409999999999995,42.19820000000001,1,3,71.93,1,0.46153846153846156,0,False
CCC(=O)n1ncc2c(=O)[nH]cnc21,-2.806582351763466,192.178,0.1697999999999999,49.06620000000001,1,4,80.64,1,0.6428571428571429,0,True
CCC(Br)(Br)C(=O)O,-0.8721999991533438,245.89799999999997,1.9671,38.51180000000001,1,1,37.3,2,0.0,0,False
CCC(Br)(CC)C(=O)NC(N)=O,-2.6803208835827674,237.09699999999998,1.1349999999999998,49.96610000000002,2,2,72.19,3,0.0,0,True
CCC(Br)(CC)C(N)=O,-1.4397737657176215,194.07199999999997,1.4253999999999998,41.43440000000001,1,1,43.09,3,0.0,0,True
CCC(Br)C(=O)O,-0.3903888682335684,167.00199999999998,1.2445000000000002,30.64179999999999,1,1,37.3,2,0.0,0,False
CCC(C#N)(CC)C(=O)NC(N)=O,-1.5639905921789752,183.21099999999998,0.5112800000000002,46.35410000000002,2,3,95.97999999999999,3,0.0,0,True
CCC(C#N)CC#N,-0.6915898471789823,108.144,1.44986,29.623999999999988,0,2,47.58,2,0.0,0,False
CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1,-2.7500001001404284,264.281,0.7023000000000003,68.15310000000002,2,4,98.49,4,0.3157894736842105,0,True
CCC(C(=O)O)C(=O)O,0.7315278645314244,132.11499999999998,0.18179999999999985,29.05259999999999,2,2,74.6,3,0.0,0,False
CCC(C(=O)O)C(C(=O)O)c1ccccc1,-2.3256164787726084,222.24,1.9656,58.235600000000034,2,2,74.6,5,0.375,0,True
CCC(C(=O)O)C(C)(C)C(=O)O,-0.6728364541957176,174.19599999999997,1.208,42.833600000000004,2,2,74.6,4,0.0,0,False
CCC(C(=O)O)C(CC)C(=O)O,-1.1582502154285108,174.19599999999997,1.208,42.833600000000004,2,2,74.6,5,0.0,0,True
CCC(C(=O)O)C(O)c1ccccc1,-1.018803368198067,194.23,1.8308,52.81860000000003,2,2,57.53,4,0.42857142857142855,0,True
CCC(C(=O)O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,-4.6020599913279625,309.321,3.0654000000000012,84.69180000000003,1,3,74.68,4,0.5217391304347826,0,True
CCC(C(=O)O)c1ccccc1,0.404752322720177,164.20399999999998,2.2648,47.10980000000003,1,1,37.3,3,0.5,0,False
CCC(C(=O)[O-])C(C)(C)C(=O)[O-],-0.673,172.17999999999995,-1.4613999999999987,37.576,0,4,80.25999999999999,4,0.0,0,False
CCC(C(=O)[O-])C(O)c1ccccc1,-1.0188,193.222,0.4960999999999998,50.189800000000034,1,3,60.36,4,0.42857142857142855,0,True
CCC(C(C)C)C(C)C,-5.619788758288394,128.259,3.324600000000002,43.45700000000001,0,0,0.0,3,0.0,0,False
CCC(C)(C#N)N=NC(C)(C#N)CC,-2.6961916087161777,192.266,2.8231600000000014,53.47400000000003,0,4,72.3,4,0.0,0,True
CCC(C)(C(=O)O)N1C(=O)c2ccccc2C1=O,-1.916015050905853,247.24999999999997,1.5359000000000003,63.27380000000002,1,3,74.68,3,0.3333333333333333,0,True
CCC(C)(C)C,-3.549750891680639,86.17799999999998,2.442500000000001,29.74599999999998,0,0,0.0,0,0.0,0,True
CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,-6.913640169325252,411.3250000000003,5.943600000000005,105.45400000000005,0,4,52.60000000000001,4,0.2222222222222222,1,False
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-5.479516961260122,418.57400000000024,4.585600000000005,115.45480000000006,1,5,72.83,6,0.0,0,False
CCC(C)(C)C(C)(C)C,-5.698970004336019,128.25899999999996,3.468700000000003,43.52700000000001,0,0,0.0,1,0.0,0,False
CCC(C)(C)C1CCC(=NO)C(=NO)C1,-3.96657624451305,212.29299999999998,2.8831000000000007,59.85600000000003,2,4,65.18,2,0.0,0,True
CCC(C)(C)C1CCC(=O)CC1,-2.656892857985081,168.27999999999994,3.1819000000000015,51.037000000000035,0,1,17.07,2,0.0,0,True
CCC(C)(C)C1CCCCC1OC(C)=O,-4.446116973356125,212.33299999999997,3.544500000000003,61.58400000000005,0,2,26.3,3,0.0,0,True
CCC(C)(C)CC,-4.229884705212898,100.20499999999998,2.832600000000001,34.362999999999985,0,0,0.0,2,0.0,0,True
CCC(C)(C)CC(C)C,-5.480172006224281,128.25899999999996,3.468700000000003,43.52700000000001,0,0,0.0,3,0.0,0,False
CCC(C)(C)CCC(C)(C)CC,-6.920818753952375,170.33999999999997,4.639000000000005,57.37800000000005,0,0,0.0,5,0.0,0,False
CCC(C)(C)CO,-1.062347690989178,102.17699999999998,1.4149,31.15779999999998,1,1,20.23,2,0.0,0,True
CCC(C)(C)Cl,-2.5105206330729164,106.59599999999999,2.4138,30.222999999999985,0,0,0.0,1,0.0,0,True
CCC(C)(C)NC(N)=O,-1.0142052212455543,130.191,0.8433000000000002,37.08909999999999,2,1,55.12,2,0.0,0,True
CCC(C)(C)O,0.0800835486699909,88.14999999999998,1.1673,26.58879999999999,1,1,20.23,1,0.0,0,False
CCC(C)(C)OC,-0.9797665232799656,102.17699999999998,1.8214000000000001,31.37899999999998,0,1,9.23,2,0.0,0,False
CCC(C)(C)OC(N)=O,-0.8000000006743976,131.17499999999998,1.2703,35.03839999999999,1,2,52.32,2,0.0,0,False
CCC(C)(C)OO,-0.2167663002169728,104.14899999999997,1.6646,28.083799999999986,1,2,29.46,2,0.0,0,False
CCC(C)(C)OOC(=O)C(C)(C)C,-2.572343679528474,188.26699999999997,2.695900000000001,51.00200000000004,0,3,35.53,3,0.0,0,True
CCC(C)(C)OOC(C)(C)CC,-4.100179497572904,174.28399999999993,3.3118000000000016,50.91000000000003,0,2,18.46,5,0.0,0,True
CCC(C)(C)OOC(C)(CC)OOC(C)(C)CC,-5.795880017344075,262.38999999999993,4.386200000000004,71.77600000000007,0,4,36.92,9,0.0,0,False
CCC(C)(C)OOC1(OC)CCCCC1,-3.686132779630847,216.3209999999999,3.4300000000000024,59.36500000000005,0,3,27.69,5,0.0,0,True
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,-8.546681659952963,351.49400000000014,5.501300000000006,107.16380000000007,1,3,50.94,5,0.5769230769230769,1,False
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,-6.494850021680094,250.38199999999995,4.473000000000005,76.40560000000005,2,2,40.46,4,0.3333333333333333,0,False
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,-4.892790030352131,234.38299999999995,4.767400000000005,74.74080000000006,1,1,20.23,4,0.35294117647058826,0,True
CCC(C)(C)c1ccc(O)cc1,-2.990190598062412,164.248,3.0798000000000014,51.42380000000004,1,1,20.23,2,0.5,0,True
CCC(C)(C)c1ccccc1,-4.149966742310231,148.24899999999997,3.374200000000002,49.75900000000004,0,0,0.0,2,0.5454545454545454,0,True
CCC(C)(C)c1ccccc1O,-2.4912241832300235,164.24799999999996,3.079800000000002,51.42380000000004,1,1,20.23,2,0.5,0,True
CCC(C)(CC(=O)O)C(=O)O,-0.0170577433040562,160.16899999999998,0.962,38.286599999999986,2,2,74.6,4,0.0,0,False
CCC(C)(CC(=O)[O-])C(=O)[O-],-0.017,158.15299999999996,-1.7073999999999987,33.02899999999998,0,4,80.25999999999999,4,0.0,0,False
CCC(C)(CC)OC(N)=O,-1.559900466784021,145.20199999999997,1.6604,39.6554,1,2,52.32,3,0.0,0,True
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,-5.39951459254654,332.40000000000003,4.0218000000000025,91.93620000000006,1,5,73.59,7,0.4583333333333333,0,False
CCC(C)(CCCC(C)C)OC(C)=O,-5.102922996790579,200.32199999999997,3.544500000000003,59.15100000000005,0,2,26.3,6,0.0,0,False
CCC(C)(N)C(=O)O,0.379971441346484,117.14799999999998,0.19839999999999997,30.51919999999999,2,2,63.32000000000001,2,0.0,0,False
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,-5.692509231563739,336.6460000000001,4.008220000000003,83.08820000000003,1,2,46.17,5,0.3,0,False
CCC(C)(NC=O)C(=O)O,-0.5820573784444676,145.158,-0.014300000000000201,35.53149999999999,2,2,66.4,4,0.0,0,False
CCC(C)(NC=O)C(=O)[O-],-0.582,144.14999999999998,-1.3489999999999993,32.90269999999999,1,3,69.23,4,0.0,0,False
CCC(C)(O)C(C)(C)C,-1.2702372033087046,130.23099999999997,2.1935000000000002,40.369800000000005,1,1,20.23,1,0.0,0,True
CCC(C)(O)C(C)C,-0.8503772304065941,116.20399999999997,1.8034,35.75279999999999,1,1,20.23,2,0.0,0,False
CCC(C)(O)C(O)c1ccccc1,-1.7243945652895367,180.24699999999999,1.881,52.316600000000044,2,2,40.46,3,0.46153846153846156,0,True
CCC(C)(O)CC,-0.3799435479807618,102.17699999999998,1.5574,31.205799999999982,1,1,20.23,2,0.0,0,False
CCC(C)(O)CCCC(C)C,-2.694289733450914,158.28499999999997,2.973700000000002,49.60380000000003,1,1,20.23,5,0.0,0,True
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.450996737974212,234.33599999999993,3.6060000000000025,62.54200000000006,0,4,36.92,5,0.0,0,True
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.797302643712154,242.36199999999994,0.9820000000000002,57.61760000000004,0,4,68.28,5,0.0,0,True
CCC(C)=C(CC(=O)O)C(=O)O,-2.3009795335769745,172.17999999999998,1.2722,42.8796,2,2,74.6,4,0.0,0,True
CCC(C)=C(CC(=O)[O-])C(=O)[O-],-2.301,170.16399999999996,-1.397199999999999,37.62200000000001,0,4,80.25999999999999,4,0.0,0,True
CCC(C)=NO,0.0599000000396915,87.12199999999999,1.2465,25.18649999999999,1,2,32.59,1,0.0,0,False
CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,-0.4792332960980828,301.4630000000001,3.9626000000000037,85.07300000000005,0,6,64.77,9,0.0,0,False
CCC(C)=O,0.5200000000228326,72.10699999999999,0.9854,20.971999999999994,0,1,17.07,1,0.0,0,False
CCC(C)Br,-3.111259039317108,137.01999999999998,2.1798,28.67999999999999,0,0,0.0,1,0.0,0,True
CCC(C)C,-3.17979854051436,72.151,2.0524,25.12899999999999,0,0,0.0,1,0.0,0,True
CCC(C)C(=O)N(C)c1ccccc1,-1.5805795065198611,191.27400000000003,2.695500000000001,59.307000000000045,0,1,20.310000000000002,3,0.42857142857142855,0,True
CCC(C)C(=O)O,-0.3559535752395153,102.13299999999998,1.1171,27.090799999999987,1,1,37.3,2,0.0,0,False
CCC(C)C(=O)OC(C)C,-2.319529413901908,144.21399999999997,1.9841,40.68300000000001,0,2,26.3,3,0.0,0,True
CCC(C)C(=O)[O-],-0.3559,101.12499999999999,-0.21760000000000002,24.46199999999999,0,2,40.129999999999995,2,0.0,0,False
CCC(C)C(C)(C)C,-4.6777807052660805,114.23199999999999,3.0786000000000016,38.91,0,0,0.0,1,0.0,0,True
CCC(C)C(C)(C)O,-0.889129819316551,116.20399999999998,1.8034,35.75279999999999,1,1,20.23,2,0.0,0,False
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366000010583532,232.27999999999994,1.2294000000000005,58.63280000000003,2,4,104.63999999999999,6,0.0,0,True
CCC(C)C(C)=O,-0.6702848781322768,100.16099999999999,1.6215,30.13599999999998,0,1,17.07,2,0.0,0,False
CCC(C)C(C)C,-4.279840696594043,100.20499999999998,2.6885000000000012,34.292999999999985,0,0,0.0,2,0.0,0,True
CCC(C)C(C)C(C)CCc1ccc(O)cc1,-5.182434630440219,234.38299999999998,4.643100000000005,74.21080000000005,1,1,20.23,6,0.35294117647058826,0,False
CCC(C)C(C)CC,-5.155522824254319,114.23199999999999,3.0786000000000016,38.91,0,0,0.0,3,0.0,0,False
CCC(C)C(C)CO,-2.065221064914431,116.20399999999998,1.6609,35.70479999999999,1,1,20.23,3,0.0,0,True
CCC(C)C(C)O,-0.7211316536564851,102.17699999999998,1.4133,31.135799999999982,1,1,20.23,2,0.0,0,False
CCC(C)C(CC)CC,-5.705533773838407,128.259,3.468700000000003,43.52700000000001,0,0,0.0,4,0.0,0,False
CCC(C)C(N)C(=O)O,-0.5812926310171999,131.175,0.44439999999999996,35.06619999999998,2,2,63.32000000000001,3,0.0,0,False
CCC(C)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(CCSC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(N)CCCCN)C(C)CC)C(C)C)C(=O)NC(CO)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(CCSC)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(N)=O)c1ccc(OS(=O)(=O)[O-])cc1,0.042237,3929.4709999999877,-29.014100000000475,967.9791000000052,52,59,1707.2999999999984,129,0.09523809523809523,3,False
CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(N)Cc1c[nH]cn1)C(C)C)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)[O-],0.354316,3328.853999999989,-24.410700000000354,831.1887000000053,48,46,1464.729999999999,113,0.09829059829059829,3,False
CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])C(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)[O-],0.846958,774.9199999999998,-0.8640999999999872,202.68239999999955,7,9,253.39000000000001,19,0.30357142857142855,2,False
CCC(C)C(NC(C)=O)C(=O)O,-0.6093132099231204,173.212,0.6218000000000001,44.69550000000001,2,2,66.4,4,0.0,0,False
CCC(C)C(NC(N)=O)C(=O)[O-],-2.095,173.19199999999998,-1.1806999999999985,40.969100000000005,2,3,95.25,4,0.0,0,True
CCC(C)C(O)C(C)CC,-2.510789812059464,144.25799999999995,2.4395000000000007,44.916800000000016,1,1,20.23,4,0.0,0,True
CCC(C)C1(CC)C(=O)N=C([O-])NC1=O,0.1528,211.24099999999999,-0.19839999999999963,52.76370000000003,1,3,81.59,3,0.0,0,False
CCC(C)C1(CC)C(=O)N=C([O][Na])NC1=O,0.1528,234.231,0.5413999999999999,59.60270000000003,1,3,67.75999999999999,3,0.0,0,False
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.3898295457532583,212.249,0.7948999999999999,53.86040000000002,2,3,75.27000000000001,3,0.0,0,True
CCC(C)C1CCCCC1=O,-2.427057801653972,154.253,2.791800000000001,46.42000000000002,0,1,17.07,2,0.0,0,True
CCC(C)C1CCCc2cccnc21,-3.438898616350944,189.30200000000002,3.5476000000000028,59.371000000000045,0,1,12.89,2,0.42857142857142855,0,True
CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCC=NN2C1=O,-2.6,754.8929999999997,1.539200000000005,201.98849999999953,5,8,205.06,6,0.2545454545454545,1,True
CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-2.58,755.9209999999996,1.9435000000000044,202.98049999999947,5,7,192.7,6,0.2545454545454545,1,True
CCC(C)C1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]cn2)NC(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-3.98,766.9439999999996,2.6154000000000037,208.62979999999942,4,7,176.91000000000003,6,0.26785714285714285,1,True
CCC(C)C=O,-0.8212312648446128,86.13399999999999,1.2314,25.518999999999988,0,1,17.07,2,0.0,0,False
CCC(C)CC,-3.6798537138889458,86.178,2.442500000000001,29.74599999999998,0,0,0.0,2,0.0,0,True
CCC(C)CC(C)(C)C,-5.3851027839668655,128.259,3.468700000000003,43.52700000000001,0,0,0.0,2,0.0,0,False
CCC(C)CC(C)C,-4.94692155651658,114.23199999999999,3.0786000000000016,38.91,0,0,0.0,3,0.0,0,True
CCC(C)CC(CC)CC,-6.154901959985743,142.286,3.858800000000003,48.14400000000003,0,0,0.0,5,0.0,0,False
CCC(C)CC(O)CC,-1.8598207327749132,130.23099999999997,2.1935000000000002,40.369800000000005,1,1,20.23,4,0.0,0,True
CCC(C)CCC(C)C,-5.600326278518962,128.259,3.468700000000003,43.52700000000001,0,0,0.0,4,0.0,0,False
CCC(C)CCCC(C)(C)O,-2.7493446153240817,158.285,2.9737000000000022,49.60380000000003,1,1,20.23,5,0.0,0,True
CCC(C)CCCC(C)C,-6.202732459169283,142.286,3.858800000000003,48.14400000000003,0,0,0.0,5,0.0,0,False
CCC(C)CCCCO,-2.261929621578018,130.23100000000002,2.1951000000000005,40.3918,1,1,20.23,5,0.0,0,True
CCC(C)CCO,-1.375884690825601,102.17699999999999,1.4149,31.15779999999998,1,1,20.23,3,0.0,0,True
CCC(C)CO,-0.4695511279732072,88.14999999999999,1.0248,26.54079999999999,1,1,20.23,2,0.0,0,False
CCC(C)Cl,-1.9642786419407776,92.569,2.0237,25.605999999999987,0,0,0.0,1,0.0,0,True
CCC(C)I,-2.9737247783370675,184.01999999999998,2.2199,33.77299999999999,0,0,0.0,1,0.0,0,True
CCC(C)N,0.1850690046257333,73.13900000000001,0.7436,23.940399999999997,1,1,26.02,1,0.0,0,False
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,-5.048176964684088,279.44900000000007,4.938800000000004,84.47800000000005,0,2,20.310000000000002,6,0.3157894736842105,0,False
CCC(C)N1C(=O)c2ccccc2C1=O,-2.910071232513596,203.24099999999999,2.0811,56.69500000000003,0,2,37.38,2,0.4,0,True
CCC(C)NC(N)=S,-1.1390587671887826,132.232,0.6181000000000001,39.6741,2,1,38.05,2,0.0,0,True
CCC(C)NCCO,0.666700933678296,117.192,0.36679999999999985,34.84149999999999,2,2,32.26,4,0.0,0,False
CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,-1.33000000119517,388.5360000000001,2.1164,94.17870000000003,2,6,106.32999999999998,7,0.4583333333333333,0,True
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],-5.554982409728515,295.339,4.010900000000003,81.82650000000004,1,5,98.31,5,0.2857142857142857,0,False
CCC(C)Nc1ccc(Cc2ccc(NC(C)CC)cc2)cc1,-5.337289379372194,310.48499999999996,5.698200000000005,102.44140000000006,2,2,24.06,8,0.5217391304347826,1,False
CCC(C)Nc1nc(Cl)nc(NCCCOC)n1,-3.3582,273.768,2.1837999999999997,73.19540000000003,2,6,71.96000000000001,8,0.3333333333333333,0,True
CCC(C)O,0.4088627933210198,74.12299999999999,0.7771999999999999,21.971799999999995,1,1,20.23,1,0.0,0,False
CCC(C)OC,-0.7304888069801874,88.14999999999999,1.4313,26.761999999999986,0,1,9.23,2,0.0,0,False
CCC(C)OC(=O)Nc1cccc(Cl)c1,-3.1726307269461747,227.691,3.687000000000002,61.30870000000003,1,2,38.33,3,0.4,0,True
CCC(C)OC(C)=O,-1.2726649109886192,116.15999999999998,1.3479999999999999,31.518999999999984,0,2,26.3,2,0.0,0,True
CCC(C)OC(N)=O,-0.3000002024454176,117.148,0.8802000000000001,30.42139999999999,1,2,52.32,2,0.0,0,False
CCC(C)S,-1.8345681495960229,90.19099999999999,1.7147,28.738999999999987,1,1,0.0,1,0.0,0,True
CCC(C)[N+](=O)[O-],-0.6199999998224845,103.121,1.0615999999999999,26.74739999999999,0,2,43.14,2,0.0,0,False
CCC(C)[NH2+]Cc1cccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)c1,-1.2884,389.5440000000001,1.0901999999999998,92.96840000000003,2,5,110.91,7,0.4583333333333333,0,True
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-6.308034897232639,262.43699999999995,5.500700000000006,84.21280000000006,1,1,20.23,2,0.3157894736842105,1,False
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.54821356447571,240.21499999999997,2.7221000000000015,60.12160000000003,1,5,106.51,4,0.35294117647058826,0,True
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,-5.508638306165727,322.31700000000006,3.888100000000003,83.52280000000005,0,6,112.58000000000001,6,0.2608695652173913,0,False
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,-4.911867528942927,326.30500000000006,3.9403000000000032,80.70180000000005,0,7,121.81000000000002,6,0.2608695652173913,0,True
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,-2.108691747712509,282.252,2.9418000000000015,69.76580000000003,0,6,112.58000000000001,5,0.3,0,True
CCC(C)c1ccc(C(C)C(=O)[O-])cc1,-3.992,205.27699999999996,2.0534999999999997,58.57000000000004,0,2,40.129999999999995,4,0.4,0,True
CCC(C)c1ccc(O)c([N+](=O)[O-])c1,-3.8416375079047502,195.21799999999996,2.813900000000001,53.467200000000034,1,3,63.370000000000005,3,0.42857142857142855,0,True
CCC(C)c1ccc(O)cc1,-2.194007288019561,150.22099999999998,2.9057000000000013,46.81280000000004,1,1,20.23,2,0.5454545454545454,0,True
CCC(C)c1ccc2ncccc2c1,-3.202040356262804,185.27,3.748300000000002,60.44900000000005,0,1,12.89,2,0.7142857142857143,0,True
CCC(C)c1cccc(C(C)CC)c1O,-5.059483515067432,206.32899999999995,4.4192000000000045,65.51880000000004,1,1,20.23,4,0.4,0,False
CCC(C)c1ccccc1,-3.8843926760187,134.22199999999998,3.2001000000000017,45.14800000000003,0,0,0.0,2,0.6,0,True
CCC(C)c1ccccc1O,-2.012377792283574,150.22099999999998,2.9057000000000017,46.81280000000004,1,1,20.23,2,0.5454545454545454,0,True
CCC(C)c1ccccc1OC(=O)NC,-2.579389958748785,207.27299999999997,2.9183000000000003,60.231700000000046,1,2,38.33,3,0.4,0,True
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.5137485185273785,261.11899999999997,1.5785200000000001,58.76170000000002,1,2,54.86,2,0.42857142857142855,0,True
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,-4.8297382846050425,393.49100000000016,3.0372000000000012,115.35880000000006,1,5,66.53,5,0.5862068965517241,0,True
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC)cc4)CC3)cc2)c1=O,-5.860120913598763,407.5180000000002,3.340200000000002,120.24600000000007,0,5,55.53000000000001,6,0.5666666666666667,0,False
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-9.149660253563582,705.6470000000002,5.5773000000000055,188.17599999999942,0,9,104.70000000000002,11,0.5714285714285714,2,False
CCC(C=O)CC,-1.5200000029339815,100.161,1.6215,30.13599999999998,0,1,17.07,3,0.0,0,True
CCC(CC(CC)C(=O)O)C(=O)O,-1.0899812604910162,188.22299999999998,1.5981,47.450600000000016,2,2,74.6,6,0.0,0,True
CCC(CC(CC)C(=O)[O-])C(=O)[O-],-1.09,186.20699999999997,-1.071299999999999,42.19300000000001,0,4,80.25999999999999,6,0.0,0,True
CCC(CC)(C(=O)NC)C(=O)NC,0.0309220556499454,186.25499999999997,0.2847999999999998,51.14840000000003,2,2,58.2,4,0.0,0,False
CCC(CC)(C(=O)O)C(=O)O,0.6076662327364077,160.16899999999998,0.962,38.286599999999986,2,2,74.6,4,0.0,0,False
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,-2.964361370383876,230.30399999999995,2.7684000000000006,61.301600000000036,2,2,74.6,7,0.0,0,True
CCC(CC)(C(=O)[O-])C(=O)[O-],0.608,158.15299999999996,-1.7073999999999987,33.02899999999998,0,4,80.25999999999999,4,0.0,0,False
CCC(CC)(C(N)=O)C(N)=O,-1.1991998914507551,158.20099999999996,-0.23660000000000003,41.4038,2,2,86.18,4,0.0,0,True
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,-5.675717544702307,412.5550000000002,5.8006000000000055,117.97350000000006,2,4,79.29,9,0.3793103448275862,1,False
CCC(CC)(CC(=O)O)C(=O)O,-0.7960402228372339,174.196,1.3521,42.9036,2,2,74.6,5,0.0,0,False
CCC(CC)(CC)CC,-5.841637507904751,128.259,3.6128000000000027,43.59700000000001,0,0,0.0,4,0.0,0,False
